compoundid,Aspartate 132/88,Aspartate 133/88,Aspartate 133/89,Aspartate 134/89,Aspartate 134/90,Glutamate 146.1/102.1,Glutamate 147.1/102.1,Glutamate 147.1/103.1,Glutamate 148.1/103.1,Glutamate 148.1/104.1,Glutamate 149.1/104.1,Glutamate 149.1/105.1,Glutamine 145/127,Glutamine 146/128,Glutamine 147/129,Glutamine 148/130,Taurine 124/80,Taurine 126/82,Taurine 128/80,Citrate 191.1/111.1,Citrate 192.1/111.1,Citrate 192.1/112.1,Citrate 193.1/112.1,Citrate 193.1/113.1,Citrate 194.1/113.1,Citrate 194.1/114.1
biosample-(gxtogx)_4g__g7q2_r3 (2) | sample number=147,0.954801539506411,0.016237663746261427,0.027377534143369745,0.0010331958000084072,0.000550066803949472,0.9912387637532926,0.0009117690711570448,0.007258321137787115,0.0002615239831651254,0.0,6.86938228645851e-05,0.0002609282317334367,0.9962775959659925,0.0033688174476909213,0.0,0.0003535865863166524,1.0,1.0,,0.9549902524799242,0.007688293546899887,0.03524315198142672,0.0009322480187715171,0.0003822726039668562,0.00017257282642893704,0.0005912085425819436
biosample-(gxtogx)_4g__g7q2_r4 (2) | sample number=151,0.953295818801662,0.016683348936017344,0.02798758071528283,0.0012544208466839738,0.0007788307003537365,0.9910104933532743,0.0009235557169257444,0.007510435659273076,0.00020817653577455216,0.0,5.3449849919028605e-05,0.0002938888848333495,0.994177448752023,0.005517730446344651,0.0,0.0003048208016325135,1.0,1.0,,0.9516659571501282,0.008582461817964472,0.03711060821647046,0.001053607237538704,0.0008142280416122745,0.00018175659117285032,0.0005913809451130284
biosample-(gxtogx)_4g__g9q2_r1 (2) | sample number=140,0.92615894014278,0.028734383690908315,0.04230563706018083,0.0018943611864861113,0.000906677919644943,0.9808075598284752,0.0012615165360327853,0.016642232729514584,0.00022472942246384622,0.0007202409528601502,7.383487730760942e-05,0.0002698856533459069,0.9982947065280536,0.0015070776975789008,0.0,0.0001982157743674533,1.0,1.0,,0.9294215832385034,0.013173393120657495,0.05296320099270618,0.0017279103537399829,0.0018316736681693062,0.00019353399906805189,0.0006887046271555937
biosample-(gxtogx)_4g__g9q2_r2 (2) | sample number=144,0.9269295949510964,0.028885864868658344,0.04179289546386889,0.0015728417182737672,0.0008188029981028322,0.9834231798591417,0.00118696921561334,0.014100215957675098,0.000331875358784827,0.0006192031512783616,7.782418665022832e-05,0.00026073227085630885,0.9961787112718523,0.003502505497230375,0.0,0.00031878323091727386,1.0,1.0,,0.9256259730616037,0.014092403447460933,0.055882276356700844,0.0016120940792261802,0.0017699300897238935,0.00027658570770730013,0.0007407372575771519
biosample-(gxtogx)_4g__g9q2_r3 (2) | sample number=148,0.9165363255064914,0.03263613043033353,0.047595235583485815,0.0020815387444071223,0.001150769735281952,0.9831379138037357,0.0013204058970183688,0.014604074319335377,0.0003807466050952511,0.0002475405363238053,8.444992477137724e-05,0.00022486891372018242,0.9941847573490821,0.005436654940097955,0.0,0.0003785877108198805,1.0,1.0,,0.9190368122739557,0.014965491193059397,0.061283114212680505,0.0017900520315149947,0.0019251113621128197,0.0002436428008021809,0.0007557761258745409
biosample-(gxtogx)_4g__g9q2_r4 (2) | sample number=152,0.9194912758432252,0.030706039989105406,0.046840187772040354,0.0019751834236389175,0.0009873129719900223,0.9827667238555464,0.001212986388484394,0.015054322979436773,0.00022745451018280088,0.0003550127617841132,6.757035596299333e-05,0.00031592914860250986,0.991579048631074,0.008051470936468188,0.0,0.00036948043245781543,1.0,1.0,,0.9257583479524367,0.013936817024568919,0.05547302919808797,0.0018710078745118632,0.0018468733648729712,0.0001809088380177593,0.0009330157475038002
biosample-(gxtogx)_5g__g2.5q2_r1 (2) | sample number=153,0.9404514834080221,0.02642354796840941,0.03059640197846702,0.0016342694790874338,0.0008942971660139613,0.9297467726681655,0.05062767029274818,0.013579060048580763,0.004934751274413507,0.00029003172199036707,0.0004629103893633751,0.0003588036047382105,0.991331132940403,0.00832626829805879,0.0,0.00034259876153813036,1.0,1.0,,0.8227084010314867,0.07212248459576436,0.08665509595862382,0.011120835536178878,0.005406752322525458,0.000993104645926723,0.0009933259094943264
biosample-(gxtogx)_5g__g2.5q2_r2 (2) | sample number=157,0.939750269031388,0.025861206265290333,0.03193487982234621,0.001769054701967691,0.000684590179007822,0.9323194545099925,0.050485607017278535,0.011193351280935562,0.004635192189579022,0.0006033174244721477,0.0004108378426239127,0.0003522397351181248,0.9958982292860709,0.003747059266576816,0.0,0.0003547114473523286,1.0,1.0,,0.8230900635715742,0.0725109671574911,0.08429273975897292,0.013151482396496536,0.00486647905694331,0.0009713407554451819,0.001116927303076777
biosample-(gxtogx)_5g__g2.5q2_r3 (2) | sample number=161,0.9396914168144735,0.02631837129269934,0.03162926643288383,0.00187749863630755,0.00048344682363570316,0.923722377373546,0.054239340946738095,0.01570827888236319,0.005215924618029144,0.0003230271094396607,0.0004267693235783243,0.00036428174630588676,0.9922329046620687,0.007405247239312398,0.0,0.00036184809861884563,1.0,1.0,,0.8146296677899557,0.07799906683983235,0.08510828112290637,0.014001292876045552,0.006124091382582265,0.0011346717524624466,0.0010029282362153354
biosample-(gxtogx)_5g__g2.5q2_r4 (2) | sample number=165,0.9355755560740626,0.027943482739622254,0.03363426051154784,0.0018556197410552636,0.0009910809337119937,0.9306331125152182,0.05010222137118404,0.012860106484642744,0.005147573659500063,0.0003744113199927425,0.0005109487963160784,0.0003716258531464081,0.9915436470857028,0.008109489437888535,0.0,0.00034686347640876925,1.0,1.0,,0.8002099790445474,0.08158568016764221,0.0962836323082172,0.01372005406882472,0.00574179135171312,0.0012805982350100804,0.0011782648240454508
biosample-(gxtogx)_5g__g5q2_r1 (2) | sample number=154,0.8365667323981941,0.061428373071202885,0.09009808471053139,0.00819203580997886,0.003714774010092709,0.810229054593894,0.11901565076265412,0.04030889332583605,0.025192509738345435,0.002791008865554252,0.001864901787838975,0.0005979809258770791,0.9726078612764624,0.024526500824623376,0.002292051004727312,0.0005735868941869103,1.0,1.0,,0.6206358309811959,0.13071414154110655,0.16909895881745196,0.047900291655891734,0.023838595534765004,0.00529346347991197,0.002518717989677027
biosample-(gxtogx)_5g__g5q2_r2 (2) | sample number=158,0.8312804807667971,0.06110366540507082,0.09557298932623454,0.008166682322414496,0.0038761821794831837,0.8155513525535859,0.11697921462783761,0.036972063083178436,0.025272388451123593,0.0027261655409672922,0.0018934539526655196,0.0006053617906417396,0.9762576152007385,0.02114473240646739,0.0019892961089096324,0.0006083562838845654,1.0,1.0,,0.6083850304609117,0.12667253469898238,0.18166774681265896,0.0496583692520541,0.02597187874314942,0.004901534925622697,0.002742905106620851
biosample-(gxtogx)_5g__g5q2_r3 (2) | sample number=162,0.824627280190088,0.06272507129342404,0.09908812324204617,0.00894947963214625,0.00461004564229559,0.8067166783248463,0.11976294836486275,0.042207646522005086,0.026360558677082188,0.0026847648832615967,0.0017870769058458147,0.0004803263220963289,0.9718731350050621,0.025278363745819498,0.0022105815656910076,0.000637919683427402,1.0,1.0,,0.6027232616122107,0.1311003189015206,0.181065030369682,0.05074785472141126,0.026718197262656805,0.0049630202177451945,0.002682316914773609
biosample-(gxtogx)_5g__g5q2_r4 (2) | sample number=166,0.825236758433093,0.06116759034000073,0.10060955577308169,0.00843434476333493,0.004551750690489699,0.8074423031653936,0.12099116988247037,0.04010639459398288,0.026157062190362266,0.0027586227980054986,0.001950164290998867,0.0005942830787867505,0.9750419463695683,0.02229374634930012,0.0021070920298097364,0.0005572152513217247,1.0,1.0,,0.600720804711309,0.1352312917870936,0.18074438828352316,0.04961569985676445,0.02580674150150991,0.004869378686053022,0.0030116951737470254
biosample-(gxtogx)_5g__g7q2_r1 (2) | sample number=155,0.7596956794883465,0.060990058390532835,0.15470138529419464,0.01567175203551784,0.008941124791408125,0.7472551893762674,0.1324678283319264,0.06387144485574987,0.04502273299487907,0.007146549241896959,0.003462917988509009,0.0007733372107713394,0.9521631915605971,0.03881380212522915,0.007896732323462101,0.0011262739907117593,1.0,1.0,,0.5352596289110569,0.1289337693357041,0.20927671933831354,0.06813852593995608,0.044999569481415196,0.009578280621410891,0.0038135063721431673
biosample-(gxtogx)_5g__g7q2_r2 (2) | sample number=159,0.7697509983009688,0.06120200769783006,0.1451424402497704,0.015614346076555702,0.008290207674875016,0.7530515844241591,0.132636134782565,0.06212117592138514,0.04154646348680041,0.006381644527085514,0.0034993037716662748,0.0007636930863385007,0.9555476255677878,0.03698036936732264,0.0065481286515826805,0.0009238764133067852,1.0,1.0,,0.5272635466963614,0.1305400202266672,0.2130187939092092,0.0695561960376448,0.045524588428722555,0.009648499549251411,0.004448355152143426
biosample-(gxtogx)_5g__g7q2_r3 (2) | sample number=163,0.760495993009668,0.06440833642560109,0.15109749471994313,0.015300294913546997,0.00869788093124087,0.7517609204067396,0.12716632266570627,0.06629626894427552,0.04315174906997849,0.007055129890224302,0.0037917399174285846,0.0007778691056473332,0.9533314269983948,0.03759354781942765,0.007950376732073987,0.0011246484501035408,1.0,1.0,,0.5225530839040758,0.1330919025258006,0.21299305067160373,0.07013493477114498,0.04746428931288072,0.009510367848804631,0.004252370965689474
biosample-(gxtogx)_5g__g7q2_r4 (2) | sample number=167,0.7664852062109079,0.06082500337416607,0.14808835312285676,0.015892417789705016,0.008709019502364244,0.7525281951208022,0.1302470209798082,0.062483088902206524,0.04322382787794583,0.00711790329229407,0.0035911563202697737,0.0008088075066735813,0.9561132390238124,0.03643024011823443,0.0064624133654271245,0.000994107492525992,1.0,1.0,,0.516163381380139,0.13718746312561134,0.21487115366696521,0.06982574521929523,0.04774303737522349,0.009448920009563298,0.004760299223202324
biosample-(gxtogx)_5g__g9q2_r1 (2) | sample number=156,0.733896672201303,0.057402732712699904,0.17807982518300738,0.019058864047696997,0.01156190585529299,0.7334620341637458,0.13292565112955054,0.07172050855308605,0.04772424031361706,0.009209163702020825,0.004085598637408819,0.0008728035005709296,0.9466574834079725,0.04279865504710464,0.009303771758025683,0.0012400897868971833,1.0,1.0,,0.5001365407821244,0.12528442943169413,0.22851143641506091,0.07506120313446274,0.05548278743762088,0.010213947086504738,0.005309655712532209
biosample-(gxtogx)_5g__g9q2_r2 (2) | sample number=160,0.7392813058955763,0.056833732401237125,0.17314971904642898,0.018796334900382097,0.011938907756375692,0.735992119585909,0.1311554605320158,0.07062633187160816,0.047894396107620446,0.009028284630311724,0.004296908701840925,0.0010064985706940356,0.9538567382643415,0.03629639942150452,0.008787700011167,0.0010591623029869372,1.0,1.0,,0.499280508457857,0.12846059999677895,0.22199161053317176,0.07668634261106813,0.05675194334885683,0.011898372343573773,0.004930622708693575
biosample-(gxtogx)_5g__g9q2_r3 (2) | sample number=164,0.7320619764706476,0.055763421538855155,0.18087975432607253,0.01961224855075604,0.011682599113668521,0.7289942742584709,0.12950882517179615,0.07579963565367635,0.05050630138182971,0.009711149633904402,0.0043952838255177104,0.0010845300748048455,0.9528922208776255,0.0369469620432199,0.009031326297517028,0.0011294907816374296,1.0,1.0,,0.4942172690871317,0.1316409461201756,0.22903014656275858,0.07304887743887178,0.05455650470826636,0.011643130037236575,0.00586312604555951
biosample-(gxtogx)_5g__g9q2_r4 (2) | sample number=168,0.7408553229571985,0.05941726008959877,0.171461767840196,0.018494076618090046,0.009771572494916824,0.7272623606649545,0.13254532849069978,0.07470099523275726,0.05057600869509023,0.00929309141728645,0.004506351200586868,0.0011158642986247417,0.9493904243314748,0.03988935173920233,0.00953378381502489,0.001186440114297861,1.0,1.0,,0.48549255824420323,0.12730843828732213,0.230680781207279,0.0782564437919242,0.0602908492208186,0.012197258242150923,0.005773671006301922
biosample-(gxtogx)_12q__g2.5q2_r1 (2) | sample number=169,0.5276579961673781,0.2219847053667505,0.219481103598527,0.021536862046915482,0.009339332820428661,0.3732262369104148,0.0011632998631923535,0.05798083668603383,0.04693569938509892,0.49857687486355867,0.007494485913404376,0.014622566378296988,0.12254542622460354,0.0,0.8367061720391521,0.040748401736244416,1.0,1.0,,0.5861263802859511,0.08155728932761001,0.1980747130817618,0.062010517216210884,0.06401707940922102,0.004694408734151915,0.003519611945093336
biosample-(gxtogx)_12q__g2.5q2_r2 (2) | sample number=173,0.5080197058452167,0.22668662412284465,0.23243340088649955,0.02249919476711098,0.010361074378327962,0.34570690828397194,0.0007567765341127102,0.05900035689954412,0.049126221648980846,0.5215115339818887,0.00841548239762438,0.015482720253877359,0.08086236548179866,0.0,0.8784431077282971,0.04069452678990415,1.0,1.0,,0.568509739300112,0.08187664695257672,0.21582415222110216,0.06319433010123146,0.061957964679581215,0.004527178362479426,0.004109988382917166
biosample-(gxtogx)_12q__g2.5q2_r3 (2) | sample number=177,0.5239008609497743,0.22383140130507487,0.2209486814111355,0.022067685899313388,0.009251370434701894,0.3729233507620713,0.0010076531669864284,0.06018924619291686,0.04779444937534441,0.4955392001328298,0.0077136033205712174,0.014832497049279997,0.09649958215120846,0.0,0.8647122366983899,0.03878818115040167,1.0,1.0,,0.5717691347180331,0.08541814240653793,0.216227965853644,0.057278369809065414,0.060710465581290445,0.00455008588441281,0.00404583574701627
biosample-(gxtogx)_12q__g2.5q2_r4 (2) | sample number=181,0.5236244045797682,0.22369796465618805,0.22028440809290312,0.021891885114947496,0.010501337556193016,0.3677792081309374,0.0012789729336691068,0.05714990771136233,0.04714550005695554,0.5043806388580973,0.007780496219067187,0.014485276089911086,0.09622684544349681,0.0,0.8625394291266593,0.041233725429843875,1.0,1.0,,0.558578491112025,0.08706280875326634,0.2272150547299819,0.05726413000127944,0.06185612827642965,0.00371980277592336,0.004303584351094552
biosample-(gxtogx)_12q__g5q2_r1 (2) | sample number=170,0.5868285546870503,0.18946709118234198,0.19394474387513125,0.020489375326554038,0.009270234928922242,0.43554049337252854,0.001447245281183678,0.06250658653646161,0.040096747567766246,0.4400512768353292,0.006942712602759211,0.013414937803971532,0.11617231315469818,0.0,0.8463216790882859,0.03750600775701589,1.0,1.0,,0.6171533768871899,0.07639421116276994,0.2031888127423117,0.04716803044991968,0.049700434756056115,0.003044358198728464,0.003350775803024305
biosample-(gxtogx)_12q__g5q2_r2 (2) | sample number=174,0.5890505754702001,0.18991921479593749,0.19181756844909184,0.020166298407028053,0.009046342877742477,0.4473588543196086,0.0019615776662221416,0.0636711047857613,0.0390662170003295,0.4284265808486027,0.006893422599696486,0.012622242779779233,0.10118616897584622,0.0,0.8606116595019492,0.03820217152220455,1.0,1.0,,0.6168439337317015,0.07452986458701606,0.20402605435997645,0.04824379504825115,0.04943828155968455,0.0032819270047258617,0.003636143708644285
biosample-(gxtogx)_12q__g5q2_r3 (2) | sample number=178,0.6028298177960263,0.18418706566735477,0.18477759569716481,0.019319968780476548,0.008885552058977413,0.4388959879727729,0.0015414438434596235,0.06474617299849547,0.04036057461090841,0.43407569903985754,0.007004393372013709,0.01337572816249228,0.09458315103376969,0.0,0.8642967174388879,0.04112013152734239,1.0,1.0,,0.6144400700441017,0.07657719984257354,0.20760290775596826,0.04521120010684644,0.04950150187661377,0.0032826286267177303,0.003384491747178722
biosample-(gxtogx)_12q__g5q2_r4 (2) | sample number=182,0.6007519510417135,0.18311742970449008,0.18751460170362552,0.019572297282781998,0.009043720267388925,0.4450791444382891,0.0024569421619583505,0.06286795691229655,0.04073215337704518,0.4296976227409869,0.006412598895662792,0.012753581473761261,0.10181242101540393,0.0,0.85835772949345,0.03982984949114596,1.0,1.0,,0.6234368916714684,0.07821143419119796,0.2073388550742614,0.040315552387401185,0.04505575634380707,0.0028202474836714463,0.002821262848192647
biosample-(gxtogx)_12q__g7q2_r1 (2) | sample number=171,0.6666179469316931,0.1540450885544552,0.15567334729593765,0.016047744762987665,0.00761587245492642,0.4936005950657692,0.0016225623027900462,0.059845594965912186,0.035643326412086264,0.3918506337949064,0.005886624741074908,0.011550662717461068,0.16447915055710827,0.0,0.8001665401988283,0.0353543092440634,1.0,1.0,,0.6694726246839877,0.06658192920565688,0.17813106981822827,0.038866129510052194,0.04118726116827501,0.002694813399326569,0.003066172214473442
biosample-(gxtogx)_12q__g7q2_r2 (2) | sample number=175,0.6618656453037108,0.15611519408470725,0.15725478328056341,0.016215979049200857,0.008548398281817565,0.48897167254307367,0.0015053548599795715,0.0599640088190973,0.03696096612526928,0.3943385742504758,0.0061193963656455625,0.012140027036458782,0.13906891469812363,0.0,0.8226456601519481,0.03828542514992819,1.0,1.0,,0.6732106708529203,0.06474074350965456,0.17893359448469445,0.03790131856790957,0.039749157734541435,0.002296641848006641,0.0031678730022732036
biosample-(gxtogx)_12q__g7q2_r3 (2) | sample number=179,0.6680550994880821,0.15477882778355326,0.15634265820667112,0.016488241117983884,0.004335173403709656,0.4855388536543786,0.001419238925275648,0.05999500084438148,0.03652806221963252,0.3981066027025679,0.006387417940450615,0.012024823713313156,0.15118558460447054,0.0,0.8117561435507252,0.03705827184480435,1.0,1.0,,0.6624797419124375,0.06779585609714896,0.18656584213895275,0.037760666310079696,0.0397622643465793,0.0027586216293673817,0.0028770075654344584
biosample-(gxtogx)_12q__g7q2_r4 (2) | sample number=183,0.6500822608314772,0.1598557568912346,0.16584837630733826,0.014960725739338146,0.009252880230611849,0.4932484556518956,0.001340882271850592,0.059013252602000396,0.03712581537142609,0.39164967449054383,0.006139715179260025,0.011482204433023495,0.14947349565846285,0.0,0.8133442063585696,0.037182297982967474,1.0,1.0,,0.6760470769900727,0.06665829883488754,0.1802688418159629,0.03449670691385854,0.03736171997480589,0.0022658282860996844,0.0029015271843129574
biosample-(gxtogx)_12q__g9q2_r1 (2) | sample number=172,0.7207993159464888,0.13390748677008465,0.12516119579132512,0.013446720713159414,0.006685280778942006,0.511613522565857,0.00041531301146996224,0.0532657692681956,0.033869264614536106,0.3830945725873251,0.006183531320717901,0.011558026631898297,0.15046109288963036,0.0,0.8126595374268509,0.03687936968351869,1.0,1.0,,0.7040229549629373,0.05828698158824911,0.15219856392201947,0.038372473471285334,0.041580268286289496,0.002533072404584549,0.003005685364634753
biosample-(gxtogx)_12q__g9q2_r2 (2) | sample number=176,0.7111979664658493,0.13245210036559432,0.13515810757152708,0.014287256329507619,0.006904569267521628,0.5089297349690532,0.0008506305757488537,0.05198442102490695,0.035290222940836426,0.3848398221214702,0.006292777591157097,0.011812390776827135,0.15864202480279302,0.0,0.8058697266065199,0.035488248590686965,1.0,1.0,,0.7005794106575256,0.056880191103873344,0.159881664276445,0.03725164550894853,0.040241853667391664,0.00239026372416666,0.0027749710616491873
biosample-(gxtogx)_12q__g9q2_r3 (2) | sample number=180,0.722192996247503,0.12327533848521771,0.13423924127736664,0.013683034652684214,0.006609389337228459,0.5012128132873953,0.0007643064025282345,0.052738229436867554,0.03630489264319948,0.39159426991089763,0.005970895056670582,0.011414593262441125,0.14320422614505607,0.0,0.8194667561610637,0.03732901769388033,1.0,1.0,,0.7027830847594899,0.05819042770230704,0.15745703424796215,0.035763204735605944,0.040208433186680576,0.0029259324112117214,0.0026718829567427345
biosample-(gxtogx)_12q__g9q2_r4 (2) | sample number=184,0.7149287751863552,0.1289224351770101,0.13207583337863904,0.014945279257802643,0.009127677000192918,0.5013573363771945,0.0007455775370173806,0.052366301507732624,0.03535394344406812,0.39247063838909163,0.006009845892184903,0.011696356852710588,0.15081314368424265,0.0,0.810522060400328,0.038664795915429255,1.0,1.0,,0.7008254636969136,0.057459997344810894,0.16386290613304785,0.03538412333920384,0.03716202995696011,0.002587836048917801,0.0027176434801458502
